time_ms,time_ts,phase,pos_steps,pos_ft,vel_fps,acc_fps2,t_ms
1591484,1762292092.668503,ACCEL,15,0.07363,0.12000,0.06953,1591484
1591519,1762292092.949046,ACCEL,16,0.07854,0.12000,0.06967,1591519
1591524,1762292092.949068,ACCEL,16,0.07854,0.12000,0.06967,1591524
1591529,1762292092.949076,ACCEL,16,0.07854,0.12000,0.06967,1591529
1591534,1762292092.949152,ACCEL,16,0.07854,0.12000,0.06967,1591534
1591539,1762292092.949159,ACCEL,16,0.07854,0.12000,0.06967,1591539
1591544,1762292092.949183,ACCEL,17,0.08345,0.12000,0.06980,1591544
1591549,1762292092.949192,ACCEL,17,0.08345,0.12000,0.06980,1591549
1591554,1762292092.949198,ACCEL,17,0.08345,0.12000,0.06980,1591554
1591559,1762292092.949205,ACCEL,17,0.08345,0.12000,0.06980,1591559
1591564,1762292092.949213,ACCEL,17,0.08345,0.12000,0.06980,1591564
1591569,1762292092.949221,ACCEL,17,0.08345,0.12000,0.06980,1591569
1591574,1762292092.949226,ACCEL,17,0.08345,0.12000,0.06980,1591574
1591579,1762292092.949235,ACCEL,17,0.08345,0.12000,0.06980,1591579
1591584,1762292092.949244,ACCEL,18,0.08836,0.12000,0.06994,1591584
1591589,1762292092.949250,ACCEL,18,0.08836,0.12000,0.06994,1591589
1591594,1762292092.952951,ACCEL,18,0.08836,0.12000,0.06994,1591594
1591599,1762292092.953002,ACCEL,18,0.08836,0.12000,0.06994,1591599
1591604,1762292092.953032,ACCEL,18,0.08836,0.12000,0.06994,1591604
1591609,1762292092.953108,ACCEL,18,0.08836,0.12000,0.06994,1591609
1591614,1762292092.953169,ACCEL,18,0.08836,0.12000,0.06994,1591614
1591619,1762292092.953197,ACCEL,18,0.08836,0.12000,0.06994,1591619
1591624,1762292092.953219,ACCEL,19,0.09327,0.12000,0.07008,1591624
1591629,1762292092.953239,ACCEL,19,0.09327,0.12000,0.07008,1591629
1591634,1762292092.953264,ACCEL,19,0.09327,0.12000,0.07008,1591634
1591639,1762292092.953328,ACCEL,19,0.09327,0.12000,0.07008,1591639
1591644,1762292092.953362,ACCEL,19,0.09327,0.12000,0.07008,1591644
1591649,1762292092.953374,ACCEL,19,0.09327,0.12000,0.07008,1591649
1591654,1762292092.953383,ACCEL,19,0.09327,0.12000,0.07008,1591654
1591659,1762292092.953391,ACCEL,19,0.09327,0.12000,0.07008,1591659
1591664,1762292092.953399,ACCEL,20,0.09817,0.12000,0.07021,1591664
1591669,1762292092.953406,ACCEL,20,0.09817,0.12000,0.07021,1591669
1591674,1762292092.953414,ACCEL,20,0.09817,0.12000,0.07021,1591674
1591679,1762292092.953424,ACCEL,20,0.09817,0.12000,0.07021,1591679
1591684,1762292092.953432,ACCEL,20,0.09817,0.12000,0.07021,1591684
1591689,1762292092.953440,ACCEL,20,0.09817,0.12000,0.07021,1591689
1591694,1762292092.953447,ACCEL,20,0.09817,0.12000,0.07021,1591694
1591699,1762292092.953455,ACCEL,20,0.09817,0.12000,0.07021,1591699
1591704,1762292092.953462,ACCEL,20,0.09817,0.12000,0.07021,1591704
1591709,1762292092.953468,ACCEL,21,0.10308,0.12000,0.07035,1591709
1591714,1762292092.953475,ACCEL,21,0.10308,0.12000,0.07035,1591714
1591719,1762292092.953482,ACCEL,21,0.10308,0.12000,0.07035,1591719
1591724,1762292092.953489,ACCEL,21,0.10308,0.12000,0.07035,1591724
1591729,1762292092.953496,ACCEL,21,0.10308,0.12000,0.07035,1591729
1591734,1762292092.953503,ACCEL,21,0.10308,0.12000,0.07035,1591734
1591739,1762292092.953510,ACCEL,21,0.10308,0.12000,0.07035,1591739
1591744,1762292092.953516,ACCEL,21,0.10308,0.12000,0.07035,1591744
1591749,1762292092.953523,ACCEL,22,0.10799,0.12000,0.07048,1591749
1591754,1762292092.953530,ACCEL,22,0.10799,0.12000,0.07048,1591754
1591759,1762292092.953537,ACCEL,22,0.10799,0.12000,0.07048,1591759
1591799,1762292093.214839,ACCEL,23,0.11290,0.12000,0.07062,1591799
1591804,1762292093.214860,ACCEL,23,0.11290,0.12000,0.07062,1591804
1591809,1762292093.214870,ACCEL,23,0.11290,0.12000,0.07062,1591809
1591814,1762292093.214880,ACCEL,23,0.11290,0.12000,0.07062,1591814
1591819,1762292093.214957,ACCEL,23,0.11290,0.12000,0.07062,1591819
1591824,1762292093.214964,ACCEL,23,0.11290,0.12000,0.07062,1591824
1591829,1762292093.214972,ACCEL,24,0.11781,0.12000,0.07075,1591829
1591834,1762292093.214979,ACCEL,24,0.11781,0.12000,0.07075,1591834
1591839,1762292093.214986,ACCEL,24,0.11781,0.12000,0.07075,1591839
1591844,1762292093.214993,ACCEL,24,0.11781,0.12000,0.07075,1591844
1591849,1762292093.214999,ACCEL,24,0.11781,0.12000,0.07075,1591849
1591854,1762292093.215005,ACCEL,24,0.11781,0.12000,0.07075,1591854
1591859,1762292093.215012,ACCEL,24,0.11781,0.12000,0.07075,1591859
1591864,1762292093.215018,ACCEL,24,0.11781,0.12000,0.07075,1591864
1591869,1762292093.215025,ACCEL,25,0.12272,0.12000,0.07089,1591869
1591874,1762292093.215031,ACCEL,25,0.12272,0.12000,0.07089,1591874
1591879,1762292093.215037,ACCEL,25,0.12272,0.12000,0.07089,1591879
1591884,1762292093.215043,ACCEL,25,0.12272,0.12000,0.07089,1591884
1591889,1762292093.215050,ACCEL,25,0.12272,0.12000,0.07089,1591889
1591894,1762292093.215056,ACCEL,25,0.12272,0.12000,0.07089,1591894
1591899,1762292093.215063,ACCEL,25,0.12272,0.12000,0.07089,1591899
1591904,1762292093.215069,ACCEL,25,0.12272,0.12000,0.07089,1591904
